@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N4-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute class {' <=50K',' >50K'}

@data
1.559408,4.109082,-0.840089,1.526783,' <=50K'
-3.765286,8.424349,-1.000246,2.13544,' <=50K'
-3.839322,7.581616,0.366641,-1.863373,' <=50K'
-1.328166,0.02532,-1.06388,0.891061,' >50K'
-1.524073,3.109946,-1.482964,3.219513,' <=50K'
-1.867951,3.291142,1.065108,1.672187,' <=50K'
-0.668423,7.99369,0.403079,1.153533,' <=50K'
-2.075048,3.99678,0.718448,1.33881,' <=50K'
-0.367119,2.970605,-0.603652,1.59991,' >50K'
-0.689048,-3.529661,0.134515,1.747926,' <=50K'
-1.046062,-0.067481,-0.477762,2.822458,' >50K'
-2.851394,0.123747,-3.876487,2.680676,' <=50K'
1.546061,-0.476382,-0.746513,0.631974,' >50K'
2.071778,8.640823,0.315187,4.132272,' <=50K'
0.460574,5.89025,-1.530649,2.008899,' <=50K'
-1.293071,2.694217,1.071017,4.077003,' <=50K'
-4.276986,-0.758077,-0.417851,3.099382,' >50K'
0.087644,4.277369,-0.093407,3.074831,' <=50K'
2.252314,3.863898,-0.846285,2.336358,' <=50K'
-0.612034,6.427944,-1.420261,4.060952,' <=50K'
0.909717,7.278191,-3.913897,0.940227,' <=50K'
-0.717479,0.106431,1.24461,-1.258484,' <=50K'
6.230715,6.4997,1.189791,1.116488,' >50K'
-6.37332,1.092093,0.719819,0.067066,' <=50K'
-1.400607,0.780137,0.061726,-0.004871,' <=50K'
-0.921995,1.159634,-1.774456,0.504228,' >50K'
-3.9197,6.222878,0.524941,0.277533,' <=50K'
-1.672327,0.822901,-0.454958,3.142113,' <=50K'
-1.684334,0.423759,0.055146,1.956674,' >50K'
-1.172652,5.373146,2.006036,1.047268,' <=50K'
3.397417,-1.017287,-3.956875,1.717266,' >50K'
-2.448276,7.961909,0.012479,4.527488,' <=50K'
-0.934378,7.921752,0.318971,1.317368,' <=50K'
1.645591,4.331223,-1.672628,1.287245,' <=50K'
2.664669,5.228575,-1.186644,2.878142,' <=50K'
-0.451867,-0.146109,-1.065933,0.738725,' >50K'
1.654457,4.387396,1.636468,-0.182368,' <=50K'
1.731525,4.608003,2.464196,-1.170662,' <=50K'
2.902461,2.606929,-1.361476,1.790743,' <=50K'
0.976602,4.4936,-1.826484,1.198472,' <=50K'
0.014785,1.85502,0.906915,1.558224,' >50K'
0.055661,8.300417,-2.01365,2.161662,' <=50K'
-3.229072,-0.015261,-2.242131,2.195954,' >50K'
-1.01889,-0.29899,-1.20315,1.056436,' >50K'
4.425565,6.674348,-1.760733,4.540123,' <=50K'
0.480649,-0.108075,1.743612,2.31473,' <=50K'
0.428883,-3.544461,-0.740059,2.086388,' <=50K'
3.194198,4.400972,-3.550186,3.44224,' <=50K'
2.885033,3.451259,-0.748975,1.112892,' <=50K'
-1.85762,2.173379,1.16898,1.704171,' >50K'
1.0682,0.456282,-2.763572,1.76485,' >50K'
-0.336504,5.586147,-0.942309,1.855331,' <=50K'
0.341277,0.578976,0.28477,2.466099,' >50K'
-2.171285,4.585646,-0.330543,1.748287,' >50K'
0.488735,0.579723,0.273621,2.749947,' >50K'
-1.631196,4.686807,-2.839196,-2.725932,' >50K'
0.910501,4.285069,-3.54508,1.564512,' <=50K'
-1.432517,4.772482,1.18797,1.754351,' <=50K'
1.224803,6.616933,0.824961,2.302279,' <=50K'
5.707055,3.902308,-2.383163,2.184448,' <=50K'
-1.118959,1.163151,0.067755,-0.471124,' >50K'
2.360433,3.13266,0.657872,2.443582,' <=50K'
3.995195,6.741582,0.339878,3.130637,' >50K'
-0.161795,-0.917175,1.103659,3.353314,' <=50K'
-1.478441,5.464274,1.861221,-0.049995,' <=50K'
4.575202,-4.657835,-3.654677,1.167255,' <=50K'
-2.088799,6.681938,0.95155,2.630204,' <=50K'
1.838235,1.836252,2.844508,-1.598091,' <=50K'
-0.172151,3.343086,0.684854,2.06291,' <=50K'
0.043899,6.020958,-1.607402,2.150815,' <=50K'
2.644954,4.876522,1.148111,0.495488,' <=50K'
2.070919,5.334664,-3.179441,3.742868,' <=50K'
-1.458191,0.322657,0.164149,1.652421,' >50K'
-1.726363,6.144521,-1.520066,1.653591,' >50K'
-0.344663,8.526313,-0.082802,4.105777,' <=50K'
3.399112,6.944562,0.880892,4.228911,' <=50K'
-1.607487,5.125043,-2.863039,2.866669,' <=50K'
-0.3628,1.360705,1.531869,3.227921,' >50K'
0.25575,5.252276,2.472125,-0.478803,' <=50K'
-0.98514,9.288106,-1.329615,4.562216,' <=50K'
1.731812,8.37162,-0.364325,5.384385,' <=50K'
-3.185258,1.703268,-0.328334,2.849155,' >50K'
1.816661,5.809592,-0.558181,1.694436,' <=50K'
1.04415,-3.694582,-2.430477,2.79122,' >50K'
-0.454593,3.203266,-0.707178,1.906006,' >50K'
-0.166563,4.896563,-1.73333,4.340022,' <=50K'
-0.995547,-2.497932,0.08758,2.186689,' >50K'
-0.326894,7.41626,1.847409,2.477216,' <=50K'
5.677458,6.526816,0.861337,4.861155,' <=50K'
-3.96607,-0.054826,-1.590718,1.861945,' >50K'
-1.904401,4.361626,-0.214739,1.966786,' <=50K'
-2.445152,4.674736,-0.443722,1.699398,' <=50K'
-1.015985,3.20372,0.840202,0.853346,' <=50K'
-1.918627,0.04003,0.315828,2.479981,' >50K'
4.866174,1.486396,1.306803,0.051029,' <=50K'
-2.129666,-0.962859,-1.269827,1.267273,' >50K'
-5.644768,1.962839,2.263392,1.860731,' <=50K'
-5.84493,0.278194,0.215927,1.764484,' <=50K'
-3.268196,5.256825,2.272551,-1.266749,' <=50K'
-1.447233,-0.67225,-0.557763,0.754374,' <=50K'
1.242359,4.68631,0.604918,0.591584,' <=50K'
2.82129,1.980637,-1.71881,4.336203,' <=50K'
1.515708,5.769323,0.795929,4.248875,' <=50K'
-0.665601,4.453676,1.974417,-0.67963,' <=50K'
-0.942218,-2.383548,-1.29092,2.181969,' <=50K'
1.268721,5.072462,-2.019812,2.296112,' <=50K'
0.752493,4.16774,-0.447262,-1.137234,' <=50K'
1.150895,4.432515,-1.763237,1.085755,' <=50K'
-3.540542,1.040171,-4.665454,3.268824,' <=50K'
-3.807419,-0.108245,-1.535842,1.775145,' >50K'
-3.664411,-0.153996,-1.489335,1.714261,' >50K'
-1.575959,0.332231,2.567928,-1.04423,' <=50K'
2.307766,7.167173,-0.26706,-0.818266,' <=50K'
-0.015934,4.838427,-0.583225,0.693269,' <=50K'
2.528068,6.340058,2.346079,3.206667,' <=50K'
-1.209639,4.013082,2.555035,2.468567,' >50K'
-3.479489,2.280149,0.115547,2.386864,' >50K'
-1.416939,-3.73562,-1.489337,0.403732,' <=50K'
-4.033248,-0.690493,-0.532486,4.55414,' >50K'
0.101018,2.313733,0.329331,0.939293,' <=50K'
-1.074541,-0.376741,1.04535,2.575699,' <=50K'
-2.155822,1.289854,-2.353068,5.368012,' >50K'
0.330927,5.890904,-1.519794,2.113375,' <=50K'
1.614512,3.443056,0.968485,6.204833,' <=50K'
-0.229703,5.572745,-0.933188,1.960066,' <=50K'
-0.212675,3.115351,-0.606055,1.662178,' >50K'
3.794466,4.242876,0.471837,2.37884,' <=50K'
0.258614,0.570812,0.300573,2.250951,' >50K'
1.555022,6.148772,-1.503743,2.083904,' <=50K'
-1.877843,0.489394,-0.01238,2.066017,' >50K'
-1.645902,0.414658,0.063704,1.96342,' <=50K'
-1.790738,7.846913,-0.591039,3.655979,' <=50K'
2.059365,2.321581,-1.716622,1.829691,' <=50K'
-0.490244,6.187079,-1.786309,4.004225,' <=50K'
1.502301,0.133726,-2.230722,2.131832,' <=50K'
0.267997,3.164666,0.175003,-2.741332,' <=50K'
-0.831217,0.780758,-3.182538,2.816392,' <=50K'
1.26378,0.585277,-0.96308,-0.553137,' >50K'
-1.778129,-0.039033,-3.144871,-1.233068,' >50K'
-2.453621,5.154774,2.032186,-0.506852,' <=50K'
1.736998,8.027244,-1.29112,2.175638,' <=50K'
1.171113,1.088862,0.674982,0.791345,' <=50K'
2.987735,5.158629,-6.110888,2.572721,' <=50K'
-0.838947,-3.831547,-1.355473,0.421141,' <=50K'
-0.652305,1.577218,1.628645,0.908334,' >50K'
-1.120574,-0.909955,1.785446,0.388423,' >50K'
-0.257403,7.162051,-0.240799,1.141456,' <=50K'
-0.023157,7.525985,2.028676,3.769608,' <=50K'
-1.242512,2.099182,0.956732,4.26731,' <=50K'
0.020368,5.897079,-1.505867,1.571597,' <=50K'
0.933818,4.456971,0.634559,4.037811,' <=50K'
-1.610334,-0.66533,-0.554985,0.496443,' >50K'
3.263074,7.434795,1.404773,1.881054,' <=50K'
-0.664196,1.109093,0.675793,1.91395,' <=50K'
-2.659946,3.431412,-2.376216,-0.127618,' <=50K'
-2.31969,-3.41486,-1.822313,1.019149,' >50K'
0.592251,5.544963,0.007257,0.834301,' <=50K'
0.148705,-0.946669,1.917936,2.560774,' <=50K'
1.706886,3.061348,-0.632715,4.896463,' <=50K'
2.749358,3.710313,-3.636316,2.185994,' <=50K'
-0.128225,6.329351,1.225941,1.26817,' <=50K'
-1.061133,0.711251,-0.497979,2.006317,' <=50K'
0.860348,-0.781187,-0.056911,-0.203839,' <=50K'
0.709606,4.026656,-1.076749,0.523458,' <=50K'
0.040461,5.93591,-1.555152,1.890411,' <=50K'
-3.70224,-0.214143,-2.329125,2.358166,' <=50K'
-1.608059,6.440588,-0.494662,1.430219,' <=50K'
-1.574491,-0.128639,0.499977,1.909816,' <=50K'
-3.662803,4.423848,0.174149,2.324019,' <=50K'
2.06038,3.253837,0.360473,1.902179,' >50K'
-1.945335,0.537077,-0.066507,2.28347,' <=50K'
-0.950013,6.973966,2.101186,-2.668561,' <=50K'
-2.361046,6.855272,0.285999,2.253973,' <=50K'
-0.524893,3.067405,-0.712092,2.002152,' <=50K'
-0.366764,7.894519,0.504462,1.005849,' <=50K'
0.759462,3.656464,1.045558,0.015889,' >50K'
-5.672862,0.19386,0.308002,1.479401,' <=50K'
1.12113,7.080154,0.995645,2.789413,' <=50K'
0.304148,5.966918,-1.614353,2.268064,' <=50K'
0.895449,-0.054769,0.217581,-3.412683,' <=50K'
0.666339,0.025702,-0.216444,0.469335,' <=50K'
-0.320192,2.947605,-0.57854,1.522161,' >50K'
-3.810891,0.839024,-0.037915,0.126891,' >50K'
-3.082355,1.938669,-0.95691,2.277369,' <=50K'
1.227652,3.524318,-0.221172,-1.663802,' <=50K'
-3.191366,0.173015,-2.080783,1.766208,' >50K'
1.575259,6.917532,-1.523538,2.564285,' <=50K'
0.042543,1.56565,-0.347602,2.329933,' <=50K'
-1.601113,-1.243849,1.271288,1.356724,' <=50K'
2.357431,6.168959,-3.388356,4.654865,' <=50K'
1.314564,2.35802,0.93033,2.173777,' <=50K'
0.692148,4.221656,-0.509572,-0.861202,' <=50K'
-1.382674,1.294144,-0.294975,2.740621,' >50K'
-2.086249,3.920766,1.834747,1.400051,' <=50K'
2.315447,5.113032,2.755886,2.730405,' <=50K'
-0.368989,7.87127,0.53329,0.833484,' <=50K'
-3.269364,-0.477268,-1.058055,2.29458,' <=50K'
-3.96581,3.68897,2.001921,1.823947,' <=50K'
2.113292,5.955481,-0.351157,2.825622,' >50K'
-1.427156,5.518793,-0.298305,-1.58855,' <=50K'
1.548052,3.324021,1.530699,1.544912,' <=50K'
5.791311,5.377722,2.561563,3.210078,' <=50K'
-3.321351,-0.914542,-1.437629,1.314983,' >50K'
-1.296957,-0.656949,1.346287,1.418416,' <=50K'
-0.617268,1.086093,0.700905,1.8362,' >50K'
-0.184677,5.357244,0.338509,0.938337,' <=50K'
-1.169985,-0.862482,-1.258973,1.052314,' >50K'
2.472873,3.327672,2.040139,-4.757756,' <=50K'
2.13227,6.777045,0.431067,-1.102885,' <=50K'
3.665048,3.399951,1.161218,2.236081,' <=50K'
3.536792,3.451855,-2.153155,1.32973,' <=50K'
2.308634,6.993107,0.424175,2.01315,' <=50K'
-1.067925,1.739641,1.061081,1.633076,' >50K'
1.419683,2.507969,-4.355632,3.817176,' <=50K'
4.869508,3.761761,-2.872619,2.861097,' <=50K'
2.296664,1.253859,-0.718887,1.284245,' <=50K'
4.260681,4.873738,0.226874,-0.746633,' <=50K'
0.548259,4.12034,-1.181098,0.89641,' <=50K'
-0.163648,4.909817,1.765679,1.93425,' >50K'
-2.556487,6.274847,-2.210394,1.750517,' <=50K'
0.210472,6.247991,-0.705663,3.943239,' <=50K'
3.575539,4.621706,-1.479925,1.366575,' >50K'
-0.867777,5.336323,-2.278345,2.037201,' <=50K'
-2.669679,-0.665644,-0.568979,2.628412,' <=50K'
0.606725,7.65526,-1.145335,0.098592,' <=50K'
-2.711531,1.519764,-0.134876,2.416389,' >50K'
-3.10482,1.688184,-0.315309,2.891938,' >50K'
1.618477,2.83302,1.708181,-3.190483,' <=50K'
0.08815,5.687798,2.35388,0.880596,' <=50K'
0.154092,-0.770372,-2.591385,2.510126,' <=50K'
-1.94045,0.301074,-1.361499,1.729442,' <=50K'
-1.902247,0.263406,-0.750665,0.440211,' <=50K'
-1.351427,11.042843,-0.01654,4.269653,' <=50K'
1.914336,5.937737,-0.650605,3.646145,' <=50K'
-0.349367,2.858633,-0.236391,2.63823,' <=50K'
-2.585485,-1.015781,0.579198,3.846944,' >50K'
0.651644,5.437686,0.150014,2.664546,' <=50K'
2.075702,6.35126,-2.581887,1.605081,' <=50K'
1.353153,4.342277,-2.291254,2.057015,' <=50K'
-0.29661,-1.514608,1.352805,2.930059,' >50K'
1.577279,7.760901,-0.159543,1.663458,' <=50K'
3.105972,6.204068,-2.417531,2.803396,' <=50K'
-1.264486,0.810919,-0.606794,2.343232,' >50K'
1.398629,4.471125,-0.384761,2.420734,' <=50K'
-1.853309,7.87758,-0.624521,3.759645,' <=50K'
2.637786,5.500075,-1.53661,1.922342,' <=50K'
-2.061649,-0.017729,0.964156,4.998091,' <=50K'
1.825189,4.883523,-0.085643,2.83193,' <=50K'
0.929436,5.923959,-0.63888,1.005711,' <=50K'
-2.47827,-0.924955,2.24537,3.192088,' <=50K'
-2.326021,3.173344,-1.427994,-0.511066,' <=50K'
-0.289577,5.563147,-0.917197,1.777581,' <=50K'
0.583205,0.081051,-0.278941,0.712704,' <=50K'
-4.935319,-1.14598,-0.655045,3.407493,' >50K'
-0.100506,6.324448,-4.997594,4.414559,' <=50K'
2.013338,2.530431,-0.931147,2.754578,' <=50K'
1.926711,7.650206,-1.733607,2.730071,' <=50K'
2.470148,6.211012,1.776527,4.116779,' <=50K'
-0.231375,-0.910877,0.638843,1.619985,' <=50K'
-1.916394,4.944188,-0.737651,3.254928,' <=50K'
2.46799,3.52936,1.058313,1.560657,' <=50K'
1.604615,4.90699,-2.464312,2.975542,' <=50K'
0.382573,4.471161,2.285336,-1.213597,' <=50K'
-0.415196,6.623524,3.262916,2.206763,' <=50K'
1.269625,5.525985,2.934589,4.357352,' <=50K'
-0.764128,5.554604,-0.061089,0.634031,' <=50K'
2.108337,4.140911,0.557855,1.563663,' <=50K'
-0.495197,1.067576,0.642349,3.438109,' >50K'
1.073728,-1.464408,2.387641,-1.873721,' >50K'
0.915653,-0.789161,-1.352969,2.58319,' >50K'
0.311824,0.338358,0.038003,2.676236,' <=50K'
-0.446178,2.997464,1.055055,0.437446,' <=50K'
-1.784024,0.224407,-1.277794,1.470276,' <=50K'
-0.655435,4.694323,-0.114023,0.660125,' <=50K'
-0.735613,0.191236,-4.007179,2.927069,' <=50K'
-2.26539,5.647774,1.95142,-1.635559,' <=50K'
0.70058,7.609259,-1.095112,-0.056908,' <=50K'
-1.087966,2.794316,0.382741,-0.753158,' <=50K'
-1.812548,-0.352883,0.555851,2.252571,' >50K'
-0.370587,2.036594,0.29471,1.912333,' <=50K'
0.720729,-0.785524,-4.156346,2.576236,' <=50K'
-1.028349,5.309847,0.643652,0.783109,' <=50K'
2.464976,3.5111,-0.793641,0.75253,' <=50K'
-0.055511,5.328963,-2.962734,1.787638,' <=50K'
-0.024989,5.850345,-1.084798,2.860917,' <=50K'
-2.005059,-0.525148,1.174192,1.435388,' <=50K'
-0.110712,-3.950818,-0.046138,1.334859,' >50K'
1.144386,5.877022,-0.595902,1.072106,' <=50K'
1.770817,3.773701,0.805325,2.011524,' <=50K'
-1.508,-5.066131,0.087306,2.23363,' <=50K'
-2.114823,-1.862575,0.479293,2.152239,' >50K'
-1.221841,4.461361,-1.343655,3.162806,' <=50K'
1.965437,5.507091,0.02612,2.345327,' <=50K'
-0.349444,1.984857,0.77205,1.809574,' <=50K'
-0.998444,-0.26467,-3.07978,1.972139,' <=50K'
3.608763,3.925855,-2.095725,0.014435,' <=50K'
4.594279,4.534346,-1.886468,2.038097,' <=50K'
-0.167678,-0.042781,-5.590845,2.935692,' >50K'
-1.790738,7.846913,-0.591039,3.655979,' <=50K'
0.84275,4.789504,-2.289626,2.40092,' <=50K'
3.456173,5.734608,1.233657,1.676799,' <=50K'
-0.218951,3.670104,-0.727439,-1.294198,' <=50K'
-1.640318,0.700945,-0.344462,0.774424,' <=50K'
0.511451,4.643181,0.186183,-0.514154,' <=50K'
-0.145457,-0.623497,1.147239,3.550488,' >50K'
-1.112745,-0.252989,-1.253373,1.211936,' <=50K'
-0.216969,-0.727135,-2.695203,2.642977,' >50K'
-0.349479,6.262504,-1.944913,-0.323412,' <=50K'
2.943447,-0.924433,-0.938026,1.787347,' <=50K'
1.347211,2.805224,-2.048714,1.720636,' <=50K'
0.61726,2.520649,-2.633776,-0.799754,' <=50K'
4.023693,2.891476,-0.912438,3.609511,' <=50K'
2.263413,6.259259,-2.481442,1.294082,' <=50K'
-1.220826,8.042557,1.728302,-2.331576,' <=50K'
-4.943457,-0.422656,-1.830538,1.712773,' >50K'
-2.949838,-0.560856,-0.977129,2.293345,' <=50K'
5.47783,5.30663,-0.791092,3.709527,' <=50K'
0.539763,4.134239,-1.197651,0.980906,' <=50K'
-2.558639,6.871999,0.17621,1.466328,' <=50K'
1.322983,5.614339,-0.121052,-3.224128,' <=50K'
-3.899049,-0.038995,-1.614892,2.10301,' >50K'
-0.368663,2.43684,0.210081,0.942832,' <=50K'
0.319837,6.729593,-1.247262,3.277123,' <=50K'
-0.424799,4.844104,-0.561865,-0.037742,' <=50K'
0.456475,6.260922,2.226619,-0.810004,' <=50K'
-2.329358,2.117948,0.260673,0.855867,' <=50K'
-0.334171,6.114922,0.12474,3.148171,' <=50K'
-1.105721,-2.779282,-1.097365,1.908438,' <=50K'
2.402928,6.401392,2.279116,3.414,' <=50K'
-4.079205,-0.563905,-1.716283,2.323086,' >50K'
3.029374,5.895112,1.065311,2.031815,' <=50K'
-1.582419,5.841892,-3.49485,1.735594,' <=50K'
-4.087553,0.872021,-1.34969,0.715835,' >50K'
2.38562,1.798292,1.220677,1.572918,' >50K'
1.529653,7.261612,-1.07148,2.376176,' <=50K'
-0.747043,2.277658,-1.624152,0.010194,' <=50K'
-1.042268,6.073016,-4.320308,4.602792,' <=50K'
-0.434898,3.911261,1.42154,1.742755,' <=50K'
-1.293469,5.167715,0.815279,4.504735,' <=50K'
0.219633,1.792683,1.455695,-1.012531,' >50K'
0.641715,4.428734,-3.350857,2.834755,' <=50K'
-1.267375,2.706077,-0.715799,4.322816,' <=50K'
-1.772134,0.692532,-0.324943,0.46466,' >50K'
0.319297,0.681637,-1.156671,1.351847,' <=50K'
1.967554,4.209912,0.482521,1.796912,' <=50K'
-0.560644,-2.182479,-0.256571,3.897718,' <=50K'
-0.078823,6.47616,-1.16177,1.793796,' <=50K'
2.600329,6.994653,-0.91188,2.411814,' <=50K'
-2.613141,1.684444,1.40445,1.743943,' >50K'
-0.448814,4.505543,-4.198163,0.80799,' <=50K'
1.509087,7.065442,-2.116673,4.209144,' <=50K'
0.130773,7.815515,-1.309965,0.358992,' <=50K'
-2.409087,-0.873965,-0.748146,2.560734,' <=50K'
-1.17164,5.208626,2.137902,5.193099,' <=50K'
-0.68158,3.697007,-0.626611,1.138991,' <=50K'
3.107858,4.352113,-1.87882,2.679482,' <=50K'
1.657049,6.104519,0.057983,0.071994,' >50K'
1.383636,4.458679,0.616968,-3.42124,' <=50K'
-0.800303,-2.848045,-2.184649,-1.487973,' <=50K'
3.188634,3.254142,-1.316169,5.161519,' >50K'
-1.30412,2.989823,0.739702,1.505784,' <=50K'
-3.089177,1.680517,-0.306939,2.866021,' >50K'
2.206016,4.95059,-3.012758,3.881287,' <=50K'
-1.051927,-0.792999,-1.520265,1.087343,' <=50K'
-0.469285,6.410755,-1.043632,-0.309126,' <=50K'
3.541322,1.188853,-0.732036,3.696907,' >50K'
3.56227,4.435372,0.734225,2.4722,' <=50K'
3.180516,4.480238,-1.653001,2.266017,' <=50K'
0.064052,0.145909,1.790924,-1.402115,' >50K'
0.4046,5.430543,1.457927,3.378109,' <=50K'
1.78951,-1.827301,0.267075,1.286086,' >50K'
-1.162479,5.840335,0.676177,2.804561,' <=50K'
2.114511,3.302818,0.561068,2.429906,' <=50K'
1.969663,5.385135,-2.609384,2.674689,' <=50K'
-0.170236,5.393873,1.102781,5.006508,' <=50K'
-2.824873,2.70256,1.386305,1.164008,' >50K'
0.97197,4.108915,-0.274072,-3.40646,' <=50K'
-1.06054,4.630908,-0.099503,0.426339,' <=50K'
2.319661,5.881618,0.825863,2.559864,' <=50K'
1.76186,5.438304,-2.660545,2.666873,' <=50K'
1.919535,4.449452,0.135726,0.168569,' <=50K'
2.484133,4.71959,-0.025207,3.352646,' <=50K'
-0.153468,5.916394,-0.704975,1.197398,' <=50K'
-1.090897,4.942415,-2.497628,6.956724,' <=50K'
-2.518104,-0.45422,-0.325025,0.303462,' <=50K'
0.26121,5.915338,-1.545093,2.158462,' <=50K'
0.341277,0.578976,0.28477,2.466099,' >50K'
-3.714245,0.356271,-2.270525,2.104358,' >50K'
4.944894,7.71046,1.615242,1.355449,' >50K'
-2.13988,7.993335,-2.019996,2.11742,' <=50K'
4.191935,4.447219,-0.719238,1.460136,' <=50K'
-2.570475,2.166906,0.158355,1.155452,' <=50K'
0.331219,1.214895,-1.520754,1.481772,' <=50K'
1.13651,4.553079,-1.018368,2.133971,' <=50K'
-0.452008,2.939192,-0.559021,1.212396,' <=50K'
-2.989258,8.672981,1.753333,0.553503,' <=50K'
1.174008,5.178964,-1.339398,4.29865,' <=50K'
-3.101987,1.810927,-0.341056,2.925471,' >50K'
3.666702,6.902584,0.164099,3.674885,' <=50K'
1.471905,4.377095,-4.175316,3.16195,' <=50K'
1.606544,6.902198,-1.506797,2.512452,' <=50K'
3.636919,7.22942,0.562668,3.108706,' <=50K'
0.586336,-0.812675,-2.280653,1.497217,' >50K'
-1.243303,0.685645,-0.31544,2.959462,' >50K'
2.170351,5.016645,1.008217,0.612813,' <=50K'
0.497929,5.997864,0.589232,2.402551,' <=50K'
-0.141641,1.931688,0.82321,1.81739,' <=50K'
-0.441214,3.548565,-5.204838,-0.510299,' <=50K'
-1.965151,-0.404091,-0.2205,3.999156,' <=50K'
1.0096,4.4527,2.545462,-0.480964,' <=50K'
-1.654297,0.486623,0.074291,1.793404,' <=50K'
0.154409,5.928741,-1.554214,2.053726,' <=50K'
-0.671649,4.126412,-2.115456,3.449423,' <=50K'
-0.633042,3.10094,-0.745949,2.040492,' <=50K'
1.176246,-0.279335,-1.238553,2.405897,' <=50K'
1.744616,-0.255369,-2.678922,1.958049,' >50K'
1.885962,6.765391,-1.863905,1.827794,' <=50K'
-0.556324,1.617862,0.829462,2.555882,' <=50K'
-2.066193,-0.466243,-0.7689,1.075658,' <=50K'
1.926231,5.921892,-2.50953,3.782769,' <=50K'
-0.494129,7.932604,0.466327,1.040816,' <=50K'
0.035365,-3.728939,0.330036,1.674453,' >50K'
0.701193,3.285799,0.180883,3.980623,' <=50K'
-2.182198,0.62883,-0.163235,2.499853,' <=50K'
2.501793,3.07261,0.556147,-0.531584,' >50K'
1.258362,5.557937,-1.523757,4.493816,' <=50K'
-0.329909,2.406074,0.616302,2.398943,' >50K'
4.322476,3.29458,1.317226,0.998893,' <=50K'
4.670396,4.354928,-3.745695,3.56894,' <=50K'
1.441618,5.008113,-0.349992,1.566276,' <=50K'
-1.7422,5.7517,-2.139466,1.431293,' <=50K'
-5.938785,0.324194,0.165704,1.919983,' <=50K'
-3.821866,1.171907,-0.202888,1.952696,' <=50K'
-0.680023,1.592437,-1.914558,-4.212128,' <=50K'
2.209663,4.639432,2.517615,-2.125783,' <=50K'
-1.124577,5.698485,1.917086,-0.828365,' >50K'
-1.156282,-0.7275,-3.259283,2.683396,' <=50K'
3.616542,3.768614,1.359838,-1.412598,' <=50K'
0.07586,-3.577023,0.326694,1.573405,' >50K'
0.045744,7.274116,1.246864,1.397043,' <=50K'
-0.20883,1.658012,2.040897,0.110722,' >50K'
-0.139055,7.185421,-1.375705,2.643043,' <=50K'
1.545621,5.90524,1.429465,2.241718,' >50K'
-4.237844,6.579163,-1.411536,2.615164,' <=50K'
-0.811108,8.33254,-0.141514,0.162694,' <=50K'
-4.075045,1.325835,1.532212,0.41003,' <=50K'
0.037316,3.912794,-1.886742,3.144441,' <=50K'
0.046339,2.195036,-1.003189,2.64892,' <=50K'
-4.935135,-1.399902,1.366851,3.46476,' <=50K'
1.567456,1.655089,1.419065,3.151343,' >50K'
-1.894282,-1.170413,0.357234,3.723836,' <=50K'
0.975481,5.686885,0.685538,-0.05612,' <=50K'
-0.210694,2.893938,-0.519947,1.340744,' >50K'
3.517473,0.505797,-2.203488,2.963529,' >50K'
0.686324,4.866171,-2.373331,2.660086,' <=50K'
-2.626736,6.760621,-0.36022,1.68818,' <=50K'
-3.410109,-0.448712,2.532818,0.709654,' <=50K'
0.416059,0.14837,-0.350371,0.884,' >50K'
0.804019,5.924537,-1.062148,4.678243,' <=50K'
0.400416,0.156036,-0.358741,0.909917,' >50K'
-2.275406,0.81821,-3.060917,2.519974,' >50K'
1.973128,7.021024,-0.000064,2.699117,' <=50K'
-0.649121,6.680225,-0.321779,2.901062,' <=50K'
4.578175,7.153728,1.322155,2.798521,' <=50K'
0.563989,0.085602,-0.28322,0.709331,' >50K'
3.25282,5.834276,1.124842,2.013714,' <=50K'
-3.665092,0.35652,-2.274241,2.198974,' >50K'
0.649987,4.006356,-1.672854,1.506072,' <=50K'
-0.165579,-1.04195,-1.790401,1.625618,' <=50K'
-1.734724,0.667451,-0.064559,2.412592,' >50K'
-4.431497,1.200041,1.315353,1.253143,' >50K'
-1.433498,5.882589,1.137301,-0.264068,' <=50K'
-0.509331,6.268614,-1.343882,3.874415,' <=50K'
-0.671385,1.644324,-2.163593,3.561619,' >50K'
-2.591856,0.331376,0.452,1.783541,' <=50K'
0.416964,-0.768605,-2.323256,1.496148,' <=50K'
1.718622,4.312447,0.37333,2.068502,' <=50K'
0.786083,5.791996,-0.534232,1.164569,' <=50K'
0.671897,7.491114,1.169375,2.647587,' <=50K'
-1.114096,3.217725,2.353336,0.161761,' >50K'
-3.962991,0.482039,0.148282,1.959363,' <=50K'
-0.730395,5.065952,-0.177862,2.716052,' <=50K'
-0.257622,2.916938,-0.545059,1.418494,' <=50K'
-4.136762,-0.444692,-0.448981,3.136687,' >50K'
-1.707559,5.903226,-3.561814,1.942927,' <=50K'
-0.215814,5.478315,-0.81769,1.303267,' <=50K'
4.272388,-2.301342,-1.250828,1.559074,' >50K'
-0.122503,1.232638,0.69047,2.078154,' >50K'
