@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {' <=50K',' >50K'}

@data
-2.492292,1.657091,-0.132626,2.547356,-2.127051,2.980727,-3.235718,-0.96645,-0.322764,-3.536947,' >50K'
-3.258774,3.999729,-1.362011,1.951495,0.270382,-3.844349,0.246741,-3.052699,3.204834,-3.25119,' <=50K'
1.044115,0.589256,-1.093014,2.052333,-0.79957,0.502968,-3.147532,5.024109,-1.972029,-4.818548,' <=50K'
0.633233,4.77999,-0.915693,-0.557209,0.467753,0.436066,0.234856,-0.561095,0.626553,-2.845211,' <=50K'
-0.667798,3.998556,2.963014,3.702339,-0.093159,-0.466074,1.170361,1.162631,-3.077972,0.17295,' <=50K'
-0.233692,5.647324,-1.027559,2.147418,-0.259829,-2.395456,-1.490556,2.098913,2.479808,-3.190433,' <=50K'
2.520786,6.538267,0.301514,1.623755,0.748531,-1.667274,0.09794,-1.035523,0.68174,-3.832407,' <=50K'
3.605018,6.367463,-0.341904,1.300001,2.080639,-0.49376,-2.032017,3.086143,1.795451,0.287779,' <=50K'
1.686982,6.887113,-1.493772,2.555235,1.135218,-3.76071,0.501705,2.03131,-2.03366,-2.725242,' <=50K'
-2.684524,5.063522,0.529721,0.067241,-0.63724,0.411037,1.057475,2.682036,-0.118979,-5.604498,' <=50K'
4.318674,0.128275,-2.485204,1.293229,0.993139,-0.900116,-1.746637,3.129472,-4.801975,-4.721387,' >50K'
0.995881,3.63041,-1.225094,2.412033,0.172927,-2.40888,-1.612848,-4.144977,0.281244,0.726675,' <=50K'
-4.063562,-0.571572,-1.707912,2.297169,-1.098148,0.559494,-1.068368,2.333843,1.497695,-5.411471,' >50K'
-0.087079,-0.658332,-0.824605,0.216821,-0.66571,1.387574,-4.406567,-2.285981,-0.223546,-4.641569,' >50K'
1.51407,5.539432,2.06029,2.002723,1.415732,-1.023365,-3.172426,-2.249439,-1.093707,-2.779134,' <=50K'
-0.295296,3.028423,-2.512825,2.782595,-3.28701,2.708663,-0.693449,0.256751,-1.242226,-2.881684,' <=50K'
-1.279424,5.347456,1.557771,-0.102524,-1.301624,-1.107394,-2.235492,0.363567,-0.316811,-3.126154,' <=50K'
-1.029848,0.695918,-0.481238,1.954483,-1.296624,2.164263,-5.787087,-0.096827,1.508204,-4.604998,' <=50K'
0.217369,-2.639066,-1.76976,2.446876,-2.624231,-0.189689,-4.166495,-0.111472,0.019597,-1.579617,' <=50K'
-1.312993,-0.816731,-1.305479,1.113197,0.396297,0.802648,-2.392994,0.107235,-0.288656,-3.998315,' >50K'
-1.240033,5.906287,1.144217,0.3907,0.379352,-1.566624,-0.404124,-1.115706,0.864577,-0.9384,' <=50K'
3.516358,5.863161,-3.083321,3.144261,0.309409,1.529046,0.081748,-3.751289,-2.987997,3.825595,' >50K'
2.277152,5.003243,1.017338,0.717548,0.22653,-1.748469,-2.905465,4.910285,-3.266283,-5.230988,' <=50K'
1.927421,2.335702,-1.747097,1.83442,-0.261424,0.3825,-4.025415,4.770781,-2.679628,2.959271,' <=50K'
-1.202168,2.79668,-0.175896,1.971679,-2.707852,1.488281,-1.103368,1.778547,0.725144,-6.501381,' <=50K'
-1.166838,2.720949,-0.084947,1.490619,-2.596099,1.345862,-1.021266,1.799277,0.775902,-6.545079,' >50K'
0.63618,-0.622178,-0.622932,2.112885,0.309127,-1.081021,0.586546,-0.666484,-0.01044,-5.274091,' <=50K'
0.910423,4.587838,-0.215418,0.809674,1.14126,-4.378638,2.323729,-1.472231,2.720834,-3.474279,' <=50K'
-1.503289,7.341183,0.349887,1.891,1.151967,-3.167051,1.476461,3.221684,-0.453011,-4.880237,' <=50K'
5.458315,3.520047,-0.049817,2.943572,0.682527,1.170457,-2.789087,-0.439529,-3.054474,3.361029,' <=50K'
-3.70224,-0.214143,-2.329125,2.358166,-0.875897,1.326332,-1.794961,1.424387,0.182521,-3.138168,' >50K'
1.711416,4.893588,-2.455191,3.080278,0.937331,-0.513679,-3.636429,-1.647684,-0.027388,-2.245041,' <=50K'
-1.981193,3.95078,0.768671,1.183311,0.38156,-2.058723,-0.744969,-2.932124,1.870615,-1.584281,' <=50K'
-0.335761,6.093424,-0.400813,1.220633,3.757314,0.046008,0.940189,-4.288762,1.80176,-3.63022,' <=50K'
1.476769,5.935469,1.44833,0.940194,0.841496,-1.521855,-0.350344,-1.151347,-0.208981,-4.494843,' <=50K'
0.667129,4.096154,-1.159515,0.945939,2.223975,-1.903937,1.821315,-2.102465,2.683615,-4.947805,' <=50K'
1.681081,7.50777,-3.551086,4.926288,0.438651,-0.227091,-0.136232,-3.763345,-3.89308,1.086944,' <=50K'
-1.577684,7.372903,-1.661292,3.549816,0.47411,-1.864883,-3.708117,0.401795,3.147989,-5.033409,' <=50K'
-4.774443,-1.17615,-0.628995,3.493058,-0.52579,0.936821,-1.442893,2.982606,-1.581391,-1.987218,' <=50K'
0.123124,5.944074,-1.570955,2.10556,0.830094,-2.318657,-0.602318,-5.334942,-0.33345,-2.220686,' <=50K'
-2.929738,4.358432,4.556843,1.588446,2.456756,-3.268597,0.288244,-1.698279,1.331143,0.995614,' <=50K'
0.453914,5.639121,-1.482792,3.479464,1.207193,0.681329,-4.138891,-3.3866,-2.244827,1.41119,' <=50K'
3.05491,5.632833,0.551296,2.082411,2.599771,-0.507486,-1.100679,-1.921589,-0.181499,-2.210649,' <=50K'
-1.442066,2.661843,0.304975,1.167258,1.818344,0.033001,1.077266,-2.095972,-4.171451,-1.975448,' <=50K'
3.531249,6.331425,0.116647,3.644846,2.706208,0.649206,-0.405805,-0.77373,-2.708533,2.031957,' <=50K'
-0.184397,5.457249,-1.710481,2.360603,2.349297,-3.480978,0.489727,-2.923459,-0.588814,-2.166788,' <=50K'
-1.877693,-0.563233,1.212327,1.400421,-0.910875,-0.403859,-1.335421,1.28455,2.781587,-5.902725,' <=50K'
1.577116,3.773595,-0.365975,0.951119,0.162675,1.498236,-1.905655,-0.164653,-1.488065,-3.36847,' <=50K'
-0.790641,-0.317839,-3.02862,1.979955,-2.118033,2.663555,-2.052981,-2.929351,-0.634912,-2.487096,' <=50K'
-1.768717,0.478575,-0.886263,0.86584,-1.314094,2.118501,-2.735594,-2.199132,-0.748134,-3.603386,' <=50K'
1.224037,10.191806,0.710092,3.538445,0.195514,2.760682,1.456499,1.446397,-3.205353,-0.107462,' <=50K'
-0.699266,3.006013,0.04188,2.639976,1.478808,-1.142173,-1.322104,-2.232452,-1.350836,0.589086,' >50K'
-1.750793,0.531677,0.002891,2.09097,-1.684941,1.633829,-4.641407,0.795154,2.910182,-6.562082,' <=50K'
-1.883713,4.433902,3.88953,0.111836,1.236335,1.600909,-1.770751,0.002805,-3.097465,0.934322,' <=50K'
-1.276173,6.667729,-2.212798,3.519133,1.934837,-0.352372,-1.645702,0.308331,1.18811,-3.808802,' <=50K'
-0.715706,3.092776,-0.730146,1.825344,-2.398555,2.144852,-1.924634,0.876844,-0.600691,-4.313909,' >50K'
-0.823004,3.36091,0.749764,1.722516,-0.587746,-3.685073,-0.983748,-4.548124,1.128384,4.797188,' <=50K'
-0.740006,-1.76069,2.093964,0.599538,-0.103534,0.488024,-0.785661,1.710005,0.650638,-3.544194,' <=50K'
1.229706,-1.30863,1.236878,2.73271,0.419279,-0.409766,0.690368,-0.709639,-0.19687,-5.840238,' <=50K'
-4.760799,-0.28079,-1.402715,3.698683,0.781163,1.180194,-2.422947,2.159947,1.700394,-6.278006,' >50K'
-1.524747,-0.111627,0.28721,0.248988,-1.029804,2.934614,-0.431598,-0.316532,-2.331942,-6.515067,' <=50K'
-0.322417,2.924356,-0.549713,1.349795,-2.161315,1.844675,-2.267517,0.893483,-0.656598,-4.575548,' <=50K'
1.610406,1.763227,1.556933,-4.349634,1.059274,1.047716,-1.076572,1.408528,-0.922589,-4.420088,' <=50K'
0.049583,7.484423,2.049252,3.781486,1.233611,-3.116096,0.751577,-2.626465,0.449881,-2.045789,' <=50K'
0.880492,5.476709,0.071442,0.8849,2.080076,-4.888741,1.352936,2.970135,1.027507,-6.505722,' <=50K'
-1.849255,0.514326,-0.045112,2.300336,-1.764861,1.708326,-4.623245,0.799701,2.907208,-6.58033,' <=50K'
1.769314,1.668446,-1.572972,2.119574,0.268754,-0.220984,-2.372039,5.312692,0.362834,-2.749382,' <=50K'
-1.320567,2.757352,-0.119179,1.463633,-2.644911,1.407129,-0.832411,1.802115,0.824843,-6.452616,' >50K'
2.703876,-2.225202,-2.805664,0.521897,0.340561,1.598273,2.386296,-0.854295,-2.933591,0.290751,' <=50K'
-4.342002,2.433936,-1.635314,-1.414699,0.183965,-4.780614,4.213341,-1.973173,4.110402,-1.840802,' <=50K'
-0.150081,7.753158,2.538698,-0.388973,2.315077,-1.672609,0.211936,-4.29917,0.945628,-3.632947,' <=50K'
1.507568,3.501319,-1.101378,2.444531,0.347226,-2.627905,-2.226688,-4.151906,0.125638,0.416271,' <=50K'
0.660569,3.886587,-0.523955,2.225475,-1.271763,1.897025,-2.115298,-0.661674,-0.353621,-5.353215,' <=50K'
0.668578,5.596743,-3.355404,2.269717,0.373083,0.859648,-1.547898,0.867701,-0.40014,0.824837,' <=50K'
-0.868753,2.618662,0.020528,1.313645,-2.45414,1.16667,-1.328401,1.803838,0.710182,-6.73493,' <=50K'
-0.320328,1.2126,0.869719,5.152616,-3.670103,-0.71466,0.065039,-1.923413,-1.596337,-1.017752,' <=50K'
-2.414822,3.254093,0.092448,0.926902,-0.130507,3.051442,-0.629723,0.864087,-5.484241,-5.170976,' >50K'
1.524736,1.107381,0.440821,-2.225663,-0.148248,3.88271,-0.692564,0.795492,-1.40141,3.061777,' >50K'
-0.43331,6.21576,1.055741,1.13089,2.361631,-3.709042,0.956552,1.238548,-1.153771,-2.822231,' <=50K'
-0.060214,1.17669,1.106472,1.617217,-1.335324,7.433438,1.229314,-0.885016,-4.150297,-2.014499,' >50K'
-2.038166,5.26288,-0.953788,1.962753,-1.464724,1.408351,-3.382077,-2.057556,-2.245377,-1.134032,' >50K'
1.047755,0.421963,-0.886942,0.849147,-0.550034,0.184447,-2.841933,5.07687,-1.819998,-4.876197,' <=50K'
-1.358342,0.85692,-0.657017,2.498732,-1.525117,2.453716,-5.53857,-0.117178,1.536188,-4.37969,' <=50K'
4.416676,4.382155,0.630179,4.668499,1.733158,-4.021102,1.185382,-2.813055,-2.613069,0.418665,' <=50K'
-0.227693,3.204549,-2.557384,2.972601,-3.297896,2.785497,-0.719043,0.218197,-1.273671,-2.709619,' >50K'
0.072006,6.15912,-0.05898,4.863506,1.207786,-2.501489,0.696642,2.85144,-0.882033,-1.004438,' <=50K'
-2.212906,1.976536,0.625836,1.147622,1.172399,-0.584004,-0.558246,0.260805,2.890685,0.695862,' <=50K'
-1.044578,6.161485,-4.081644,1.85624,-1.289201,-0.07879,-3.621708,-0.136711,0.053547,-0.955992,' <=50K'
2.448751,5.668786,0.154475,0.773311,1.123142,-1.177614,-0.993114,-3.289542,-0.317839,-1.722428,' <=50K'
-1.600764,0.085908,-1.119694,0.814546,-0.996038,1.009313,-1.223472,1.795401,1.994485,-6.845538,' >50K'
-1.733425,9.029168,1.30255,1.525907,1.064442,-3.15799,1.958112,-1.976487,0.214438,-2.663408,' <=50K'
0.376988,-1.29327,-1.518081,0.832323,-0.658895,2.440705,-1.528927,0.915498,1.181871,-5.533793,' >50K'
-0.374503,5.819723,1.453968,-1.593801,2.341412,-3.518156,0.346483,-3.421901,2.81624,-6.011676,' <=50K'
2.859391,6.10299,1.882752,4.070458,1.431893,-1.452241,-0.853479,-2.448807,-1.006347,0.451527,' <=50K'
-1.43159,-0.679917,-0.549393,0.728458,-1.353903,1.208854,-2.66408,-1.391081,1.309804,-6.289184,' >50K'
3.147136,-0.894619,-4.090802,2.131932,0.637642,2.715683,-0.344773,-1.966951,-2.961186,-2.543585,' >50K'
4.551801,0.098452,-0.168699,1.780012,2.886596,-1.12086,-2.011634,-1.411886,0.096265,1.068568,' <=50K'
0.035468,0.281811,0.025684,-0.494473,-0.205378,3.112546,-2.085694,-1.284598,-3.864627,-4.447706,' >50K'
0.366719,5.936251,-1.580871,2.164398,0.056079,-1.746551,-2.48872,1.188818,1.09946,-1.064896,' <=50K'
-0.943178,0.6957,-0.00164,4.992285,2.327398,-1.8213,-1.773588,-1.023225,2.062573,-0.716327,' <=50K'
-3.496095,0.237461,-0.45278,0.449479,-1.938668,2.997328,-0.059028,1.041962,-1.851559,-5.95777,' >50K'
-2.521495,-0.187595,-1.622516,2.595407,-3.176784,0.611899,-3.015029,-1.325897,0.284732,-2.075191,' <=50K'
-1.949351,0.208079,-1.246188,1.039979,-1.16586,1.223731,-0.869062,1.789257,2.068987,-6.622671,' <=50K'
-3.718902,0.848749,-0.06524,0.40311,-1.933957,2.911281,0.076981,1.135862,-2.644356,-5.839519,' >50K'
-1.072031,1.14015,0.092866,-0.548873,-0.817581,2.224304,-3.10345,-1.353291,0.087213,-3.805228,' >50K'
0.283999,5.913904,-1.544905,2.191125,0.869348,-2.367674,-0.814719,-5.340427,-0.391961,-2.314806,' <=50K'
-0.81495,0.894429,0.466204,2.803597,0.005077,0.663432,-1.69678,-1.197506,1.793377,-4.213968,' >50K'
1.091861,5.246265,0.355558,2.111248,1.293788,-0.196214,-1.956317,-3.744092,-0.327285,-1.002878,' >50K'
-3.345566,0.272932,-2.193315,2.197739,-2.397234,2.491712,-2.969538,-0.991776,0.411295,-3.217668,' <=50K'
-1.614617,0.399325,0.080445,1.911587,-1.601651,1.501575,-4.800757,0.814237,2.887219,-6.741264,' <=50K'
0.092131,1.283398,-1.588656,1.525789,0.285587,1.614084,-2.152256,-0.663067,0.907786,-5.57277,' <=50K'
-0.95106,4.187439,-0.94307,1.265593,-0.054462,-6.591659,2.129611,-0.965046,2.549781,1.502606,' <=50K'
3.201346,4.407205,-3.558369,3.500819,1.454282,0.943306,-2.205791,0.648425,-0.101292,-1.280827,' <=50K'
4.064738,0.140456,-4.651853,-1.71084,2.621317,-2.073512,0.629658,4.385428,-3.328033,4.186253,' >50K'
-2.006485,1.084201,0.486816,1.726503,-1.621696,1.439157,-4.441102,0.923819,2.086973,-6.527692,' <=50K'
1.36496,6.383575,-0.680518,4.005668,0.006991,0.316597,-1.950779,-3.784122,-2.05862,0.622318,' <=50K'
-1.701459,-0.182021,0.524245,2.421878,-0.71585,3.471498,-2.266672,1.144619,-1.768001,-0.656932,' >50K'
-1.592037,2.168731,-0.005636,-1.162476,-0.429487,-3.175893,2.180202,-4.505374,0.61777,-3.152802,' <=50K'
-1.013688,0.155472,-0.629059,0.274096,-0.930758,1.640483,-3.465568,-2.188348,-0.828064,-4.089661,' >50K'
-2.586669,-0.013552,-0.206286,0.351159,-1.596682,2.566944,-1.10981,1.036496,-2.108257,-6.516643,' <=50K'
-2.007059,2.448298,0.931104,-0.732999,1.479746,-1.774379,-0.325687,-0.674441,3.847507,-0.578803,' <=50K'
-1.063917,0.75311,-1.299413,1.548142,-1.278235,4.063226,-2.28054,-0.38932,0.077922,-1.746349,' <=50K'
-3.715236,4.128899,2.426354,-2.847263,5.662679,-1.383482,4.415667,3.636844,-3.877234,-3.036252,' >50K'
-1.537719,5.578689,1.796568,0.171414,0.214067,-2.380265,0.330093,-0.212018,2.186254,-3.174358,' <=50K'
-0.786934,-1.73769,2.068852,0.677288,-0.136176,0.529374,-0.750159,1.707097,0.654636,-3.512007,' >50K'
1.551895,3.44876,1.483904,1.721292,2.306408,-3.218378,0.103288,-1.573558,2.747632,-2.900364,' <=50K'
-0.753336,1.481458,0.50818,4.107034,-2.618537,0.820567,-0.185324,-1.565064,-1.503089,-2.428452,' >50K'
2.941017,5.244683,-0.934287,3.810515,3.370274,2.636811,-1.161944,0.075238,-0.550933,1.299499,' >50K'
-0.382081,2.467756,0.172883,1.141114,-2.246387,0.904769,-1.859831,1.806175,0.588071,-7.039532,' <=50K'
-0.384491,0.166567,-3.814285,2.135324,-0.854523,1.471449,-1.268289,-2.94468,-2.401082,-2.681878,' >50K'
-1.63765,-0.217484,0.362353,4.067857,-0.880965,4.915022,-3.372147,0.410333,0.894411,-0.650497,' <=50K'
-1.183576,0.235133,-0.724473,0.56167,-1.050776,1.793162,-3.337503,-2.199852,-0.807495,-3.972733,' >50K'
4.567445,0.389889,-0.201388,5.825791,-0.681862,-0.521167,-6.382921,-1.685575,0.333166,1.762646,' <=50K'
-3.387046,1.694651,0.06997,2.683456,-0.721127,1.814062,-1.667722,1.577814,-1.274112,-3.361576,' >50K'
-2.782247,0.809378,0.627845,3.011462,1.422999,3.810245,0.543377,-3.842011,-2.66949,-0.818833,' <=50K'
-1.660632,5.880226,-3.536702,1.865177,-1.61599,-0.713911,-2.611709,0.772415,1.435228,-3.070801,' <=50K'
-0.494129,7.932604,0.466327,1.040816,0.538348,-3.317331,2.021411,-1.198076,2.236092,-6.218242,' <=50K'
2.612084,3.803602,-3.313916,1.663119,2.72456,1.497534,-2.135165,-0.213527,0.515964,-0.219954,' <=50K'
3.547111,-1.280538,-1.465929,2.29219,-0.456505,3.374965,-1.613355,0.460135,-3.968004,-0.034579,' >50K'
-1.710697,0.422076,0.05905,1.894721,-1.632159,1.539867,-4.682723,0.81601,2.917807,-6.683475,' >50K'
0.777955,4.796922,-2.29428,2.332221,2.189478,-0.728301,-1.893241,1.537581,2.399107,-4.078338,' <=50K'
1.076602,9.745559,-1.762242,1.976983,1.114107,-1.290766,0.660154,2.386747,-2.468548,-3.576859,' <=50K'
3.360485,7.570354,-0.27264,4.713326,2.62071,-2.781019,0.536797,-5.175235,-0.892847,-3.644123,' <=50K'
0.34511,1.409558,2.841545,4.933523,-1.49087,-0.571526,1.184346,-0.258917,-0.430524,-2.322777,' <=50K'
-4.17306,-0.517905,-1.766505,2.478585,-1.174313,0.655978,-0.985529,2.327059,1.507023,-5.336368,' >50K'
-1.660632,5.880226,-3.536702,1.865177,-1.61599,-0.713911,-2.611709,0.772415,1.435228,-3.070801,' >50K'
-1.732426,2.349653,1.731712,-0.385494,-2.290711,1.960626,-1.867959,2.58486,-0.362173,-1.292239,' <=50K'
0.414522,6.341101,-4.23015,4.044665,1.199322,0.400058,-1.125779,-0.468921,0.041702,-1.263048,' <=50K'
-4.858212,6.059182,0.341316,1.435556,-0.142015,-3.970345,-0.617983,-1.081595,2.886516,1.818275,' <=50K'
0.804008,-3.69686,-1.400325,0.27329,-1.531592,1.202906,-4.965315,0.445477,-0.67318,-2.791406,' <=50K'
-0.415917,7.89427,0.508179,0.911234,0.592751,-3.386248,1.962241,-1.19323,2.229429,-6.271887,' <=50K'
0.097738,0.600982,0.274523,2.165385,-1.650677,5.696954,-1.097534,-1.963276,-0.536474,-1.824948,' >50K'
-2.072189,0.090385,-0.589613,2.805932,-2.728287,4.073365,-1.916401,-2.566536,-0.235022,-3.364785,' >50K'
-2.230201,4.627799,-0.400745,1.765794,-0.205917,-4.893167,0.860134,-3.399588,3.106615,-4.024097,' <=50K'
-1.794438,-0.460764,-0.867431,3.13378,-2.239065,-0.180316,-0.002442,-0.386988,-0.486571,-5.752662,' <=50K'
-2.527917,-0.736095,1.552291,2.424763,-3.77249,2.266153,-4.520975,-1.52184,2.726816,-0.246189,' <=50K'
2.291406,6.526738,0.682315,-2.625372,1.219836,-3.9375,1.846223,0.035824,0.952315,-2.481846,' <=50K'
4.91443,4.555154,0.147638,2.220423,2.180474,0.587727,-0.438821,-3.107684,0.091968,0.632665,' <=50K'
1.743828,-1.49685,0.659517,0.930577,-1.291207,3.5651,-4.208946,2.432014,-1.303722,-1.126261,' >50K'
-0.793019,-2.078959,-0.030982,2.533611,-3.686205,0.740185,-3.809507,1.482655,-0.848146,-0.771627,' >50K'
1.542746,5.485293,2.591716,2.651469,1.187564,-0.365487,-2.748641,-1.612754,-3.67709,-1.600393,' <=50K'
3.562974,5.721206,1.242778,1.781534,2.413808,1.375285,-1.573901,-3.157711,-0.75745,0.36769,' <=50K'
-0.235496,1.977688,0.772988,1.972889,-1.036984,4.523189,-2.645524,-0.335959,-0.671768,-2.262466,' >50K'
-0.670495,6.811661,-1.771283,1.695802,-1.206492,0.910287,-2.461378,-2.197719,0.383187,-0.282781,' <=50K'
0.691306,2.760227,-3.310165,0.12281,1.008531,-2.691748,3.60522,-1.96713,0.313236,1.863701,' <=50K'
-0.231097,3.037252,-2.452762,2.452535,-3.194328,2.617351,-0.640462,0.258007,-1.21381,-2.849064,' >50K'
-4.602945,-0.499573,-0.52723,3.077318,-2.055315,2.17721,-2.223734,0.548573,-1.251885,-1.750158,' >50K'
4.599464,4.30717,0.709979,4.471286,1.838508,-4.154344,1.019888,-2.806366,-2.642082,0.298161,' <=50K'
-0.851337,4.810398,-2.351427,6.454189,0.391632,1.492347,-4.786267,-0.420927,-0.008922,1.939734,' <=50K'
-0.837569,-0.294839,-3.053731,2.057705,-2.150675,2.704906,-2.017478,-2.932258,-0.630914,-2.454909,' >50K'
0.956596,0.427698,-0.887692,0.718495,-0.555324,0.19058,-2.700415,5.083584,-1.776387,-4.82665,' >50K'
2.220669,5.18825,-3.009254,2.966605,1.24795,0.141359,-4.493075,-2.551065,-1.364126,-0.069956,' <=50K'
0.63618,-0.622178,-0.622932,2.112885,0.309127,-1.081021,0.586546,-0.666484,-0.01044,-5.274091,' <=50K'
0.653461,6.617272,-2.02325,2.73194,1.327362,0.326256,-2.741738,1.903567,1.198366,-3.312842,' <=50K'
-1.328166,0.02532,-1.06388,0.891061,-0.915396,0.908222,-1.565741,1.789112,1.904053,-7.008177,' <=50K'
-1.003353,2.639737,1.878797,0.430408,-0.959495,3.168236,-2.712277,-1.316093,-0.508141,-3.832694,' >50K'
-1.154229,2.854388,-1.680037,-0.442508,-1.497457,-0.506233,-2.663162,0.309224,-0.736365,0.624478,' <=50K'
1.440854,1.295502,0.904971,0.687386,0.372155,-2.276775,0.599674,-2.601184,-0.87834,1.85476,' <=50K'
-0.70507,-1.842174,0.99947,3.415418,0.463967,-0.384001,1.792285,-0.801499,1.427178,-2.953341,' <=50K'
1.355321,1.881672,1.081612,2.329256,1.400836,1.212835,-2.379525,1.371158,-3.896925,4.731244,' <=50K'
-0.153722,3.074903,-1.354462,0.618044,2.48817,0.754083,-2.02709,-2.137068,-0.49285,0.900257,' >50K'
0.399311,5.201136,0.931822,6.50033,1.992271,1.637638,-1.396945,1.970334,-2.612447,1.656106,' <=50K'
2.583356,6.5076,0.334996,1.520089,0.792054,-1.722408,0.050603,-1.031647,0.67641,-3.875322,' <=50K'
-1.623938,-0.197565,-1.009257,1.272654,0.321601,0.823486,-2.194835,0.186081,-1.014197,-3.815655,' <=50K'
0.564638,3.115962,0.092671,-0.42383,-3.329578,0.631128,-1.776062,1.658762,0.677192,-2.149849,' <=50K'
1.309137,4.621231,0.788206,3.150858,3.271802,-3.669001,3.928163,-4.641593,0.128043,-2.621043,' <=50K'
-1.0482,1.258624,2.392696,2.940765,-0.792398,1.260939,-2.272355,0.386051,0.689166,-3.877362,' <=50K'
2.934709,1.550791,-2.056317,0.647738,2.475256,-4.390955,-1.704338,3.816323,-0.900006,-5.982292,' <=50K'
2.692862,-2.757896,-0.64892,1.759747,-1.057609,3.479757,-3.556593,2.77143,-1.451223,-2.051969,' >50K'
-1.911485,4.073442,-1.754517,5.969383,1.109179,1.700868,-4.223581,-0.434292,1.77602,0.859227,' <=50K'
0.830019,5.184676,-0.878371,4.191754,1.135696,-1.817024,-1.9059,1.013341,1.517322,-1.572998,' <=50K'
1.92051,5.384886,-2.605668,2.580073,1.444669,-0.984206,0.45061,-3.044508,-0.505236,-1.441397,' <=50K'
4.439352,5.072329,-0.966504,2.807891,1.213652,-2.992351,-0.742694,3.114073,-2.267812,-2.685325,' <=50K'
1.135601,5.547456,-2.050235,3.02079,2.38352,0.028599,-4.014907,1.346761,-0.014148,-2.662461,' <=50K'
0.316612,0.371744,-0.904967,-0.220325,-0.043733,-3.735555,-2.749923,2.424389,-0.482508,0.343541,' <=50K'
0.311638,7.439606,-1.02002,2.096358,2.209837,1.396863,-0.39526,0.089736,-5.523358,1.9199,' <=50K'
-0.397737,6.161211,-1.760823,3.991802,0.156475,-3.079625,2.477246,-3.285358,0.61067,-0.088329,' <=50K'
-4.122713,-2.453744,-1.295438,3.07577,0.082736,2.084476,0.591737,0.66841,0.353681,-0.719372,' >50K'
3.120897,2.522853,-0.233779,6.420705,-0.535235,0.774135,-0.536519,-0.433091,-3.565668,-3.326699,' <=50K'
-3.950143,-0.165208,2.768071,3.458876,-1.051974,3.235851,-4.369173,-1.055748,2.04913,-0.931849,' <=50K'
-0.038835,5.561556,-0.935297,1.894999,-0.13882,-2.548607,-1.656111,2.107895,2.454247,-3.320838,' <=50K'
-2.045111,5.351396,-2.588224,4.730972,-1.116156,1.056341,-4.299733,0.651952,0.951202,0.416372,' <=50K'
4.438537,6.055638,-2.53109,1.600798,-0.557995,-0.602931,-0.954597,5.309065,-3.119321,-0.093377,' <=50K'
-3.255463,0.702723,-1.198612,1.06254,-1.873015,3.963252,-0.785007,0.109577,-3.201257,-3.585467,' >50K'
2.766972,6.83707,-0.628285,2.520698,-0.035834,0.768073,0.705048,0.982952,0.302364,-1.613183,' <=50K'
1.922001,5.721283,0.348694,-1.348148,-0.806919,-1.736196,-3.606381,5.086282,-3.711281,-4.790575,' <=50K'
1.939118,3.962287,0.035997,3.156552,1.981269,-0.974142,-1.261959,1.449385,-0.575346,0.792164,' <=50K'
1.132453,5.533004,-3.629183,4.604245,0.739093,1.319753,-4.517158,-0.975563,1.437558,-0.009337,' <=50K'
-0.319818,4.914348,-0.655781,0.668587,1.962427,-2.635441,-0.52471,-5.31316,1.389951,-3.721279,' <=50K'
-1.202168,2.79668,-0.175896,1.971679,-2.707852,1.488281,-1.103368,1.778547,0.725144,-6.501381,' <=50K'
-0.709892,7.136643,-1.330238,0.894803,0.050644,-1.129249,-1.762637,7.085509,-0.473834,-4.191764,' <=50K'
-2.296996,-0.178728,0.374668,2.597468,-0.967382,3.72273,-1.716072,1.174383,-1.627479,-0.501279,' >50K'
2.538245,7.148355,0.380253,4.038705,3.06079,1.348348,-1.743055,-4.366872,-1.299934,2.937731,' >50K'
-1.802327,0.491326,-0.02,2.222586,-1.732219,1.666976,-4.658748,0.802608,2.90321,-6.612517,' <=50K'
2.645926,6.476933,0.368478,1.416423,0.835576,-1.777542,0.003267,-1.02777,0.671079,-3.918238,' <=50K'
-0.954224,-0.059193,-1.389478,3.142024,-1.831887,0.419525,-1.17325,-1.330343,-1.923368,-3.558252,' >50K'
2.839613,6.339999,-1.163958,3.729457,1.844234,-1.17885,-3.955903,3.979577,-4.16291,0.396478,' <=50K'
-6.029513,0.371349,0.640427,0.35174,0.374803,2.961095,-3.93824,0.031418,1.943295,-0.867292,' <=50K'
2.839817,4.964726,-0.896413,4.068173,0.703209,0.147916,-0.424959,-0.468922,-0.742215,2.822038,' <=50K'
0.992439,5.688271,-1.666055,4.934398,1.146946,-0.782182,-2.572709,0.076111,0.174287,0.85295,' <=50K'
-3.343221,1.577248,0.811923,2.159133,-1.107624,1.877586,-3.847507,0.249562,4.251324,-5.018505,' <=50K'
0.610994,2.698993,1.169833,2.203544,-0.869672,1.268514,-2.097386,5.197963,-3.230814,-4.594655,' <=50K'
